JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,REZONE_DT,VLOW_INCOME,LOW_INCOME,MOD_INCOME,ABOVE_MOD_INCOME,SHORTFALL_DESC,PARCEL_SIZE,GEN_PLAN_DESIGNATION,ZONING,MIN_DENSITY_ALLOWED,MAX_DENSITY_ALLOWED,REALISTIC_CAPACITY,PARCEL_VACANT_NONVACANT,PARCEL_DESC
MOUNTAIN VIEW,SANTA CLARA,2018,11611024,1380  SHOREBIRD WY,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,3,7,14,114,No Net Loss,1.56,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,138,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611021,1397  SHOREBIRD WY,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,4,9,18,145,No Net Loss,1.99,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,176,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611022,1383  SHOREBIRD WY,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,4,7,14,118,No Net Loss,1.62,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,143,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611026,1395  CHARLESTON RD,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,9,19,37,307,No Net Loss,4.21,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,372,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611030,1225  CHARLESTON RD,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,33,66,132,1092,No Net Loss,19.21,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,150 units/acre,1323,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611028,1375  SHOREBIRD WY,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,8,17,34,278,No Net Loss,4.88,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,150 units/acre,337,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11611038,1345  SHOREBIRD WY,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,7,15,30,247,No Net Loss,16.47,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,80 units/acre,299,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11616053,1275  LA AVENIDA AV,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,18,36,72,595,No Net Loss,10.74,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,721,Nonvacant,Transit maintenance yard
MOUNTAIN VIEW,SANTA CLARA,2018,11614066,1675  SHORELINE BL,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,2,5,9,78,No Net Loss,1.41,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,94,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11614058,1601 N SHORELINE BL,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,3,6,13,106,No Net Loss,1.92,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,128,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11614062,1625 N SHORELINE BL,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,2,5,9,75,No Net Loss,1.35,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,91,Nonvacant,Office/Industrial
MOUNTAIN VIEW,SANTA CLARA,2018,11616073,SHORELINE BL,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,15,30,60,492,No Net Loss,8.88,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,597,Nonvacant,Transit maintenance yard
MOUNTAIN VIEW,SANTA CLARA,2018,11614114,1350  PEAR AV,North Bayshore Precise Plan,2015-NBSPP,12/12/2017,1,3,6,47,No Net Loss,0.84,North Bayshore Mixed-Use Center,North Bayshore Precise Plan,0,200 units/acre,57,Nonvacant,Office/Industrial
PARAMOUNT,LOS ANGELES,2019,Multiple,Multiple,Clearwater East Specific Plan,,6/30/2019,248,156,168,445,Shortfall of Sites,51,Clearwater East,Clearwater East Specific Plan,20 units per acre (forthcoming),22 units per acre (forthcoming),1000,Non-Vacant,"Swap meets, industrial, commercial, and office uses"
CUDAHY,LOS ANGELES,2018,6224015002,not available,,,3/18/2018,,,,4,Shortfall of Sites,0.47,Single Family Residential,Single Family Residential,1,15,4,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6224032800,not available,,,3/18/2018,,,,2,Shortfall of Sites,0.22,Single Family Residential,Single Family Residential,1,15,2,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225010025,not available,,,3/18/2018,,,,2,Shortfall of Sites,0.22,Single Family Residential,Single Family Residential,1,15,2,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225011006,not available,,,3/18/2018,,,,2,Shortfall of Sites,0.22,Single Family Residential,Single Family Residential,1,15,2,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225025014,not available,,,3/18/2018,,,,1,Shortfall of Sites,0.13,Single Family Residential,Single Family Residential,1,15,1,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225026002,not available,,,3/18/2018,,,,4,Shortfall of Sites,0.44,Single Family Residential,Single Family Residential,1,15,4,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225026003,not available,,,3/18/2018,,,,4,Shortfall of Sites,0.44,Single Family Residential,Single Family Residential,1,15,4,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225026009,not available,,,3/18/2018,,,,1,Shortfall of Sites,0.08,Single Family Residential,Single Family Residential,1,15,1,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225026010,not available,,,3/18/2018,,,,1,Shortfall of Sites,0.1,Single Family Residential,Single Family Residential,1,15,1,Vacant,undeveloped
CUDAHY,LOS ANGELES,2018,6225026013,not available,,,3/18/2018,,,,5,Shortfall of Sites,0.54,Single Family Residential,Single Family Residential,1,15,5,Non-Vacant,Commercial/Industrial
NEVADA CITY,NEVADA,2020,005-270-038,646 Searls Avenue,,,1/12/2011,,,,1,No Net Loss,1,UHD,R3-PD-AN,16,16,15,Non-Vacant,"Developed with SFD, entitled for 15 additional units"
WOODLAND,YOLO,2018,063-071-015,"North of Armfield Avenue, between B and C Streets",,,5/1/2018,28,50,0,0,Unaccommodated Need,2.46,Corridor Mix Use,Corridor Mix Use - East,20 dwelling units per acre,40 dwelling units per acre,78,Non-Vacant,Site is utilized as an auto and truck repair service storage.
RIVERSIDE,RIVERSIDE,2018,250080018,Northwest of the intersection of Iowa Avenue and Blaine Street,5th Cycle Housing Element Rezoning Program Implementation,W1G3S11,1/9/2018,0,277,0,0,Unaccommodated Need,13.2,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,277,Non-Vacant,Underutilized shopping center with vacant commercial buidling
RIVERSIDE,RIVERSIDE,2018,250281001,Southeast of the intersection of Massachusetts Ave. & Iowa Ave.,5th Cycle Housing Element Rezoning Program Implementation,W1G4S01,1/9/2018,0,32,0,0,Unaccommodated Need,0.92,Very High Density Residential (VHDR),R-4,None,40 du/acre,32,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,219102002,Northeast corner of Brooks St. & Olivewood Ave.,5th Cycle Housing Element Rezoning Program Implementation,W1G4S02,1/9/2018,0,2,0,0,Unaccommodated Need,0.13,High Density Residential (HDR),R-3-1500,None,29 du/acre,2,Non-Vacant,Parking lot
RIVERSIDE,RIVERSIDE,2018,219163002,Southeast of the intersection of City College Dr. & Ramona Dr.,5th Cycle Housing Element Rezoning Program Implementation,W1G4S03,1/9/2018,0,23,0,0,Unaccommodated Need,1.12,High Density Residential (HDR),R-3-1500,None,29 du/acre,23,Non-Vacant,Parking lot
RIVERSIDE,RIVERSIDE,2018,219175015,East side of Olivewood Ave. northerly of Panorama Rd.,5th Cycle Housing Element Rezoning Program Implementation,W1G4S04,1/9/2018,0,30,0,0,Unaccommodated Need,1.31,High Density Residential (HDR),R-3-1500,None,29 du/acre,30,Non-Vacant,Underutilzed with residential buildings
RIVERSIDE,RIVERSIDE,2018,219102001,Southeast of the intersection of Cridge St. & Olivewood Ave.,5th Cycle Housing Element Rezoning Program Implementation,W1G4S08,1/9/2018,0,16,0,0,Unaccommodated Need,0.79,High Density Residential (HDR),R-3-1500,None,29 du/acre,16,Non-Vacant,Parking lot
RIVERSIDE,RIVERSIDE,2018,217040013,Southeast of the intersection of Pine Street and Tequesquite Avenue,5th Cycle Housing Element Rezoning Program Implementation,W1G4S43,1/9/2018,0,44,0,0,Unaccommodated Need,1.8,Very High Density Residential (VHDR),R-4,None,40 du/acre,44,Non-Vacant,Underutilized shopping center with vacant commercial tennant space
RIVERSIDE,RIVERSIDE,2018,251070007,North side of Blain St. & westerly of Watkins Drive,5th Cycle Housing Element Rezoning Program Implementation,W1G4S44,1/9/2018,0,101,0,0,Unaccommodated Need,3.71,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,101,Non-Vacant,Underutilized shopping center with vacant commercial tennant space
RIVERSIDE,RIVERSIDE,2018,250190040,Northwest corner of University Ave. & Iowa Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G2S01,1/9/2018,0,24,0,0,Unaccommodated Need,0.89,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,24,Non-Vacant,Underutilized shopping center with vacant commercial tennant space
RIVERSIDE,RIVERSIDE,2018,253020012,South side of University Ave. westerly of Cranford Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G2S02,1/9/2018,0,29,0,0,Unaccommodated Need,1.04,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,29,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,250170040,Northwest corner of University Ave. & Cranford Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G2S04,1/9/2018,0,28,0,0,Unaccommodated Need,1.02,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,28,Non-Vacant,Underutilized shopping center with vacant commercial tennant space
RIVERSIDE,RIVERSIDE,2018,250170011,East of Chicago Ave. & north of University Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G2S06,1/9/2018,0,16,0,0,Unaccommodated Need,0.58,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,16,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,253050002,Southeast corner of Iowa Ave. & University Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G2S07,1/9/2018,0,24,0,0,Unaccommodated Need,0.86,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,24,Non-Vacant,Underutilized shopping center with vacant commercial tennant space
RIVERSIDE,RIVERSIDE,2018,211111040,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,W2G4S30,1/9/2018,0,23,0,0,Unaccommodated Need,1.01,High Density Residential (HDR),R-3-1500,None,29 du/acre,23,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,142293028,North side of Magnolia Ave. between Burge St. & Jones Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G1S05,1/9/2018,0,28,0,0,Unaccommodated Need,1.35,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,28,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,143290007,North side of Magnolia Ave. easterly of Polk St.,5th Cycle Housing Element Rezoning Program Implementation,W6G1S07,1/9/2018,0,6,0,0,Unaccommodated Need,0.33,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,6,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,138470031,South side of Magnolia Ave. easterly of La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G1S10,1/9/2018,0,47,0,0,Unaccommodated Need,1.71,Mixed Use-Urban (MU-U),MU-U,None,40 du/acre,47,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146261019,Southeast of intersection of Whitford Ave. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G3S02,1/9/2018,0,80,0,0,Unaccommodated Need,3.84,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,80,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,142040001,East side of La Sierra Ave. south of Miner Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G3S03,1/9/2018,0,60,0,0,Unaccommodated Need,2.89,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,60,Non-Vacant,Underutilized commercial center
RIVERSIDE,RIVERSIDE,2018,143040012,Northerly of Hole Avenue west side of Jones Ave. at Cook Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S17,1/9/2018,0,44,0,0,Unaccommodated Need,1.84,High Density Residential (HDR),R-3-1500,None,29 du/acre,44,Non-Vacant,Single-familiy dwelling w/ majority of parcel undeveloped
RIVERSIDE,RIVERSIDE,2018,143051001,Northeast of intersection of Hole Ave. & Mitchell Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S18,1/9/2018,0,61,0,0,Unaccommodated Need,2.45,High Density Residential (HDR),R-3-1500,None,29 du/acre,61,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,143020004,Southeast of intersection at Wells Ave. and Mitchell Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S19,1/9/2018,0,39,0,0,Unaccommodated Need,1.62,High Density Residential (HDR),R-3-1500,None,29 du/acre,39,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,143080020,Intersection of Hole Ave. & California Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S20,1/9/2018,0,39,0,0,Unaccommodated Need,1.63,High Density Residential (HDR),R-3-1500,None,29 du/acre,39,Non-Vacant,Vacant land with small structures & outdoor storage
RIVERSIDE,RIVERSIDE,2018,147282016,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S22,1/9/2018,0,34,0,0,Unaccommodated Need,1.38,High Density Residential (HDR),R-3-1500,None,29 du/acre,34,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,151111034,Janet Ave. between Challen Ave. & Picker St.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S32,1/9/2018,0,65,0,0,Unaccommodated Need,2.89,High Density Residential (HDR),R-3-1500,None,29 du/acre,65,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,145082037,West side of Van Buren Blvd. northerly of Challen Ave.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S41,1/9/2018,0,22,0,0,Unaccommodated Need,0.95,High Density Residential (HDR),R-3-1500,None,29 du/acre,22,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,135220035,South side of Magnolia Ave. easterly of Buchanan St.,5th Cycle Housing Element Rezoning Program Implementation,W6G4S46,1/9/2018,0,172,0,0,Unaccommodated Need,5.51,Very High Density Residential (VHDR),R-4,None,40 du/acre,172,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146220035,Southwest corner of Pierce St. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,W7G3S14,1/9/2018,0,7,0,0,Unaccommodated Need,0.35,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,7,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,142231007,North side of Magnolia Ave. westerly of Golden Ave.,5th Cycle Housing Element Rezoning Program Implementation,W7G4S07,1/9/2018,0,28,0,0,Unaccommodated Need,0.94,Very High Density Residential (VHDR),R-4,None,40 du/acre,28,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290017,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,W7G4S35,1/9/2018,0,118,0,0,Unaccommodated Need,3.47,Very High Density Residential (VHDR),R-4,None,40 du/acre,118,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146210024,Southeast of intersection at Pierce St. & Riverwalk Parkway,5th Cycle Housing Element Rezoning Program Implementation,W7G4S45,1/9/2018,0,99,0,0,Unaccommodated Need,5.06,High Density Residential (HDR),R-3-1500,None,29 du/acre,99,Non-Vacant,Underutilized commerical - business office
RIVERSIDE,RIVERSIDE,2018,219182004,North side of Panorama Rd. west of 91 FWY,5th Cycle Housing Element Rezoning Program Implementation,W3G4S05,1/9/2018,0,88,0,0,Unaccommodated Need,2.54,Very High Density Residential (VHDR),R-4,None,40 du/acre,88,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,225052010,East side of Magnolia Ave. north of Merrill Ave.,5th Cycle Housing Element Rezoning Program Implementation,W3G4S15,1/9/2018,0,30,0,0,Unaccommodated Need,0.87,Very High Density Residential (VHDR),R-4,None,40 du/acre,30,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,190022045,South side of Jurupa Ave. between Essex St. & Chester St.,5th Cycle Housing Element Rezoning Program Implementation,W3G4S27,1/9/2018,0,19,0,0,Unaccommodated Need,0.79,High Density Residential (HDR),R-3-1500,None,29 du/acre,19,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,230360001,Northeast of intersection at Lincoln Ave. & Bunker St.,5th Cycle Housing Element Rezoning Program Implementation,W4G4S16,1/9/2018,0,244,0,0,Unaccommodated Need,9.84,High Density Residential (HDR),R-3-1500,None,29 du/acre,244,Non-Vacant,Vacant land & rado station bldg.
RIVERSIDE,RIVERSIDE,2018,266020061,Southeast corner of Van Buren Blvd. & Chicago Ave.,5th Cycle Housing Element Rezoning Program Implementation,W4G4S42,1/9/2018,0,344,0,0,Unaccommodated Need,13.77,High Density Residential (HDR),R-3-1500,None,29 du/acre,344,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,234080035,South side of Magnolia Avenue between Harrison St. & Muir Ave.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S02,1/9/2018,0,61,0,0,Unaccommodated Need,2.94,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,61,Non-Vacant,Underutilized  Commercial & plant nursery
RIVERSIDE,RIVERSIDE,2018,234150046,North side of the 91 Freeway between Myers St. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S12,1/9/2018,0,58,0,0,Unaccommodated Need,2.78,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,58,Non-Vacant,Underutilized & Vacant land
RIVERSIDE,RIVERSIDE,2018,191232034,North side of Magnolia Ave. between Donald Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S13,1/9/2018,0,37,0,0,Unaccommodated Need,1.78,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,37,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191331031,North side of Magnolia Ave. between Stotts St. & Donald Ave.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S14,1/9/2018,0,41,0,0,Unaccommodated Need,1.97,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,41,Non-Vacant,Commercial
RIVERSIDE,RIVERSIDE,2018,191332049,North side of Magnolia Ave. between Everest Ave. & Stotts St.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S15,1/9/2018,0,19,0,0,Unaccommodated Need,0.93,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,19,Non-Vacant,Commercial
RIVERSIDE,RIVERSIDE,2018,233040023,South side of Magnolia Ave. west of Donald St.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S16,1/9/2018,0,31,0,0,Unaccommodated Need,1.5,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,31,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031001,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S17,1/9/2018,0,5,0,0,Unaccommodated Need,0.27,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,5,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191312021,East side of Van Buren Blvd. between Hayes St. & Miller St.,5th Cycle Housing Element Rezoning Program Implementation,W5G1S18,1/9/2018,0,29,0,0,Unaccommodated Need,1.4,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,29,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,138030024,Northeasterly of La Sierra Ave. & Indiana Ave.,5th Cycle Housing Element Rezoning Program Implementation,W5G3S01,1/9/2018,0,131,0,0,Unaccommodated Need,4.71,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,131,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,193261027,Southwest corner of California Ave. & Monroe St.,5th Cycle Housing Element Rezoning Program Implementation,W5G3S08,1/9/2018,0,69,0,0,Unaccommodated Need,3.29,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,69,Non-Vacant,Partially surface parking for commerical development and partially vacant land
RIVERSIDE,RIVERSIDE,2018,233190001,East side of Van Buren Blvd. south of Indiana Avenue (Van Buren Drive-In),5th Cycle Housing Element Rezoning Program Implementation,W5G3S12,1/9/2018,0,409,0,0,Unaccommodated Need,19.49,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,409,Non-Vacant,Drive-in movie theater
RIVERSIDE,RIVERSIDE,2018,227223006,Northwest corner of Magnolia Ave. & Jefferson St.,5th Cycle Housing Element Rezoning Program Implementation,W5G4S06,1/9/2018,0,26,0,0,Unaccommodated Need,0.96,Very High Density Residential (VHDR),R-4,None,40 du/acre,26,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,191200024,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,W5G4S10,1/9/2018,0,18,0,0,Unaccommodated Need,0.92,High Density Residential (HDR),R-3-1500,None,29 du/acre,18,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,233170002,Southeast corner of Indiana Ave. & Gibson St.,5th Cycle Housing Element Rezoning Program Implementation,W5G4S12,1/9/2018,0,12,0,0,Unaccommodated Need,0.5,High Density Residential (HDR),R-3-1500,None,29 du/acre,12,Vacant,Vacant Land
RIVERSIDE,RIVERSIDE,2018,233180010,Southwest of Intersection at Indiana Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,W5G4S13,1/9/2018,0,26,0,0,Unaccommodated Need,1.12,High Density Residential (HDR),R-3-1500,None,29 du/acre,26,Non-Vacant,Single-familiy dwelling w/ majority of parcel undeveloped
RIVERSIDE,RIVERSIDE,2018,233180014,West of Jackson St. & south of the Railroad,5th Cycle Housing Element Rezoning Program Implementation,W5G4S14,1/9/2018,0,53,0,0,Unaccommodated Need,2.23,High Density Residential (HDR),R-3-1500,None,29 du/acre,53,Non-Vacant,Single-familiy dwelling w/ majority of parcel undeveloped
